state,district,local_body_name,local_body_type,lgd_local_body_code
BIHAR,SARAN,Parsa Bazar,Town Panchayat,265437
BIHAR,VAISHALI,PATEPUR,Town Panchayat,299127
BIHAR,PATNA,Patna,Municipal Corporation,249650
BIHAR,KISHANGANJ,PAUAKHALI,Town Panchayat,299298
BIHAR,MADHUBANI,PHULPARAS,Town Panchayat,299284
BIHAR,PATNA,Phulwari Sharif,Municipality,249651
BIHAR,SUPAUL,PIPRA,Town Panchayat,299129
BIHAR,BHOJPUR,Piro,Municipality,249663
BIHAR,BHAGALPUR,PIRPAINTI,Town Panchayat,299135
BIHAR,PATNA,Punpun,Town Panchayat,299196
BIHAR,SITAMARHI,Pupri,Municipality,299149
BIHAR,PURNIA,Purnea,Municipal Corporation,249592
BIHAR,AURANGABAD,Rafiganj,Town Panchayat,249675
BIHAR,SUPAUL,Raghopur,Town Panchayat,299130
BIHAR,NALANDA,Rahui,Town Panchayat,299300
BIHAR,NALANDA,Rajgir,Town Panchayat,249645
BIHAR,NALANDA,Rajgir,Municipality,299316
BIHAR,KAIMUR (BHABUA),RAMGARH,Town Panchayat,299206
BIHAR,PASHCHIM CHAMPARAN,Ramnagar,Town Panchayat,249560
BIHAR,ARARIA,Raniganj,Town Panchayat,299114
BIHAR,PURBI CHAMPARAN,Raxaul,Municipality,249565
BIHAR,SARAN,Rivilganj,Town Panchayat,249611
BIHAR,ROHTAS,ROHTAS,Town Panchayat,299310
BIHAR,SAMASTIPUR,Rosera,Municipality,249622
BIHAR,PURNIA,Rupauli,Town Panchayat,299238
BIHAR,BHAGALPUR,Sabour,Town Panchayat,299126
BIHAR,SAHARSA,Saharsa,Municipality,249599
BIHAR,MUZAFFARPUR,sahebganj,Town Panchayat,253219
BIHAR,MUZAFFARPUR,Sakra,Town Panchayat,299240
BIHAR,SAMASTIPUR,Samastipur,Municipal Corporation,249619
BIHAR,PATNA,Sampatchak,Municipality,299178
BIHAR,SAMASTIPUR,Sarairanjan,Town Panchayat,299173
BIHAR,MUZAFFARPUR,Saraiya,Town Panchayat,299228
BIHAR,NALANDA,Sarmera,Town Panchayat,299297
BIHAR,ROHTAS,Sasaram,Municipal Corporation,249670
BIHAR,BHOJPUR,Shahpur,Town Panchayat,249658
BIHAR,SAMASTIPUR,SHAHPUR PATORI,Municipality,299229
BIHAR,SHEIKHPURA,Sheikhopur Sarai,Town Panchayat,299150
BIHAR,SHEIKHPURA,Sheikhpura,Municipality,249641
BIHAR,SHEOHAR,Sheohar,Town Panchayat,249572
BIHAR,SHEOHAR,Sheohar,Municipality,299145
BIHAR,GAYA,Sherghati,Municipality,249682
BIHAR,JAMUI,SIKANDRA,Town Panchayat,299198
BIHAR,NALANDA,Silao,Town Panchayat,249646
BIHAR,SAHARSA,Simari Bakhtiyarpur,Town Panchayat,277132
BIHAR,SAHARSA,Simri Bakhtiarpur,Municipality,299164
BIHAR,MADHEPURA,SINGHESHWAR,Town Panchayat,299225
BIHAR,SAMASTIPUR,singhia,Town Panchayat,299195
BIHAR,DARBHANGA,SINGHWARA,Town Panchayat,299172
BIHAR,SITAMARHI,Sitamarhi,Municipality,249575
BIHAR,SIWAN,Siwan,Municipality,249608
BIHAR,SAHARSA,Sonbarsa,Town Panchayat,299161
BIHAR,SARAN,Sonepur,Town Panchayat,249615
BIHAR,SAHARSA,Sour Bazar,Town Panchayat,299163
BIHAR,PURBI CHAMPARAN,Sugauli,Town Panchayat,249566
BIHAR,BHAGALPUR,Sultanganj,Municipality,249629
BIHAR,SUPAUL,Supaul,Municipality,249584
BIHAR,SITAMARHI,Sursand,Town Panchayat,290059
BIHAR,LAKHISARAI,Suryagadha,Municipality,299148
BIHAR,SAMASTIPUR,TAJPUR,Municipality,299448
BIHAR,MUNGER,Tarapur,Town Panchayat,299175
BIHAR,BEGUSARAI,Teghara,Town Panchayat,277130
BIHAR,GAYA,Tekari,Municipality,249679
BIHAR,KISHANGANJ,Thakurganj,Town Panchayat,249588
BIHAR,SUPAUL,TRIBENIGANJ,Municipality,299128
BIHAR,MADHEPURA,UDAKISHUNGANJ,Municipality,299226
BIHAR,NAWADA,Warisaliganj,Town Panchayat,249685
BIHAR,GAYA,WAZIRGANJ,Town Panchayat,299189
CHANDIGARH,CHANDIGARH,CHANDIGARH,Municipal Corporation,276386
CHHATTISGARH,DHAMTARI,Aamdi,Town Panchayat,253106
CHHATTISGARH,RAIPUR,Abhanpur,Town Panchayat,253177
CHHATTISGARH,JANJGIR-CHAMPA,Adbhar,Town Panchayat,253289
CHHATTISGARH,DURG,Ahiwara,Municipality,250635
CHHATTISGARH,JANJGIR-CHAMPA,Akaltara,Municipality,250603
CHHATTISGARH,RAJNANDGAON,Ambagarh Chowki,Town Panchayat,250631
CHHATTISGARH,SURGUJA,Ambikapur,Municipal Corporation,250588
CHHATTISGARH,KANKER,Antagarh,Town Panchayat,253248
CHHATTISGARH,RAIPUR,Arang,Municipality,250650
CHHATTISGARH,BALOD,Arjunda,Town Panchayat,253155
CHHATTISGARH,DANTEWADA,Bade Bacheli,Municipality,250670
CHHATTISGARH,MAHASAMUND,Bagbahara,Municipality,250662
CHHATTISGARH,JASHPUR,Bagicha,Town Panchayat,253200
CHHATTISGARH,KOREA,Baikunthpur,Municipality,250579
CHHATTISGARH,BALOD,Balod,Municipality,250642
CHHATTISGARH,JANJGIR-CHAMPA,Baloda,Town Panchayat,250601
CHHATTISGARH,BALODA BAZAR,Baloda Bazar,Municipality,250648
CHHATTISGARH,BALRAMPUR,Balrampur,Municipality,253119
CHHATTISGARH,RAIGARH,Baramkela,Town Panchayat,253276
CHHATTISGARH,DANTEWADA,Barsoor,Town Panchayat,253215
CHHATTISGARH,MAHASAMUND,Basna,Town Panchayat,250658
CHHATTISGARH,BASTAR,Bastar,Town Panchayat,248143
CHHATTISGARH,BEMETARA,Bemetara,Municipality,250632
CHHATTISGARH,BEMETARA,Berla,Town Panchayat,253152
CHHATTISGARH,BIJAPUR,BHAIRAMGARH,Town Panchayat,253245
CHHATTISGARH,DHAMTARI,Bhakhara,Town Panchayat,253107
CHHATTISGARH,KANKER,Bhanupratappur,Town Panchayat,253145
CHHATTISGARH,BALODA BAZAR,Bhatapara,Municipality,250651
CHHATTISGARH,BALODA BAZAR,Bhatgaon,Town Panchayat,253114
CHHATTISGARH,SURAJPUR,Bhatgaon,Town Panchayat,253183
CHHATTISGARH,DURG,Bhilai,Municipal Corporation,250639
CHHATTISGARH,DURG,Bhilai Charoda,Municipal Corporation,250638
CHHATTISGARH,BIJAPUR,BHOPALPATNAM,Town Panchayat,253246
CHHATTISGARH,BIJAPUR,BIJAPUR,Municipality,253244
CHHATTISGARH,BALODA BAZAR,Bilaigarh,Town Panchayat,250656
CHHATTISGARH,BILASPUR,Bilaspur,Municipal Corporation,250616
CHHATTISGARH,BILASPUR,Bilha,Town Panchayat,250622
CHHATTISGARH,RAIPUR,Birgaon,Municipal Corporation,253179
CHHATTISGARH,KABIRDHAM,BODLA,Town Panchayat,273466
CHHATTISGARH,BILASPUR,Bodri,Town Panchayat,250621
CHHATTISGARH,JANJGIR-CHAMPA,Champa,Municipality,250605
CHHATTISGARH,RAIPUR,Chandkhuri,Town Panchayat,298991
CHHATTISGARH,JANJGIR-CHAMPA,CHANDRAPUR,Town Panchayat,253285
CHHATTISGARH,KANKER,Charama,Town Panchayat,253144
CHHATTISGARH,RAJNANDGAON,Chhuikhadan,Town Panchayat,250626
CHHATTISGARH,RAJNANDGAON,Chhuriya,Town Panchayat,253112
CHHATTISGARH,BALOD,Chikhlakasa,Town Panchayat,253157
CHHATTISGARH,KOREA,Chirimiri,Municipal Corporation,250578
CHHATTISGARH,KORBA,Churikala,Town Panchayat,253111
CHHATTISGARH,GARIYABAND,Churra,Town Panchayat,253181
CHHATTISGARH,BALOD,Dalli Rajhara,Municipality,250643
CHHATTISGARH,DANTEWADA,Dantewada,Municipality,250669
CHHATTISGARH,BEMETARA,Devkar,Town Panchayat,253151
CHHATTISGARH,JANJGIR-CHAMPA,DHABHARA,Town Panchayat,253286
CHHATTISGARH,DURG,Dhamdha,Town Panchayat,250634
CHHATTISGARH,DHAMTARI,DHAMTARI,Municipal Corporation,248062
CHHATTISGARH,RAIGARH,Dharamjaigarh,Town Panchayat,250592
CHHATTISGARH,KORBA,Dipka,Municipality,250599
CHHATTISGARH,BALOD,Dondi,Town Panchayat,253156
CHHATTISGARH,BALOD,Dondilohara,Town Panchayat,253159
CHHATTISGARH,RAJNANDGAON,Dongargaon,Town Panchayat,250630
CHHATTISGARH,RAJNANDGAON,Dongargarh,Municipality,250628
CHHATTISGARH,SUKMA,Dornapal,Town Panchayat,253218
CHHATTISGARH,DURG,Durg,Municipal Corporation,250640
CHHATTISGARH,GARIYABAND,Fingeswar,Town Panchayat,253180
CHHATTISGARH,RAJNANDGAON,Gandai,Town Panchayat,250625
CHHATTISGARH,GARIYABAND,Gariabandh,Municipality,253182
CHHATTISGARH,Gaurella Pendra Marwahi,Gaurella,Town Panchayat,250610
CHHATTISGARH,DANTEWADA,Geedam,Town Panchayat,250668
CHHATTISGARH,RAIGARH,Gharghoda,Town Panchayat,250593
CHHATTISGARH,RAIPUR,Gobra Nawapara,Municipality,250649
CHHATTISGARH,BALOD,Gunderdehi,Town Panchayat,253154
CHHATTISGARH,BALOD,Gurur,Town Panchayat,253158
CHHATTISGARH,BASTAR,Jagdalpur,Municipal Corporation,250665
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,Town Panchayat,253284
CHHATTISGARH,DURG,Jamul,Municipality,250636
CHHATTISGARH,SURAJPUR,Jarhi,Town Panchayat,253115
CHHATTISGARH,JASHPUR,Jashpur,Municipality,250590
CHHATTISGARH,KOREA,Jhagrakhand,Town Panchayat,250582
CHHATTISGARH,KANKER,Kanker,Municipality,250663
CHHATTISGARH,BALODA BAZAR,Kasdol,Town Panchayat,250645
CHHATTISGARH,KORBA,Katghora,Municipality,250597
CHHATTISGARH,KABIRDHAM,Kawardha,Municipality,250623
CHHATTISGARH,KONDAGAON,Keshkal,Town Panchayat,248063
CHHATTISGARH,RAJNANDGAON,Khairagarh municipality,Municipality,262094
CHHATTISGARH,JANJGIR-CHAMPA,Kharod,Town Panchayat,250608
CHHATTISGARH,RAIPUR,Kharora,Town Panchayat,250652
CHHATTISGARH,RAIGARH,Kharsia,Municipality,250595
CHHATTISGARH,KOREA,Khongapani,Town Panchayat,250581
CHHATTISGARH,DANTEWADA,Kirandul,Municipality,250671
CHHATTISGARH,RAIGARH,Kirodimal Nagar,Town Panchayat,253280
CHHATTISGARH,KONDAGAON,Kondagaon,Municipality,250664
CHHATTISGARH,SUKMA,Konta,Town Panchayat,253217
CHHATTISGARH,KORBA,Korba,Municipal Corporation,250598
CHHATTISGARH,BILASPUR,Kota,Town Panchayat,250613
CHHATTISGARH,JASHPUR,Kotba,Town Panchayat,253199
CHHATTISGARH,DURG,Kumhari,Municipality,250637
CHHATTISGARH,JASHPUR,Kunkuri,Town Panchayat,253198
CHHATTISGARH,RAIPUR,Kurra,Town Panchayat,250646
CHHATTISGARH,DHAMTARI,KURUD,Town Panchayat,248061
CHHATTISGARH,BALRAMPUR,Kusmi,Town Panchayat,253118
CHHATTISGARH,RAIGARH,Lailunga,Town Panchayat,253279
CHHATTISGARH,SURGUJA,Lakhanpur,Town Panchayat,253121
CHHATTISGARH,BALODA BAZAR,Lavan,Town Panchayat,253184
CHHATTISGARH,MUNGELI,Lormi,Town Panchayat,250611
CHHATTISGARH,DHAMTARI,Magarlod,Town Panchayat,253108
CHHATTISGARH,MAHASAMUND,Mahasamund,Municipality,250661
CHHATTISGARH,BILASPUR,Malhar,Town Panchayat,253174
CHHATTISGARH,RAIPUR,Mana Camp,Town Panchayat,250655
CHHATTISGARH,RAIPUR,Mandir Hasoud,Town Panchayat,298992
CHHATTISGARH,KOREA,Manendragarh,Municipality,250580
CHHATTISGARH,BEMETARA,Maro,Town Panchayat,253160
CHHATTISGARH,MUNGELI,Mungeli,Municipality,250614
CHHATTISGARH,DHAMTARI,Nagri,Town Panchayat,253109
CHHATTISGARH,KOREA,Nai ladri,Town Panchayat,253220
CHHATTISGARH,JANJGIR-CHAMPA,Naila Janjgir,Municipality,250602
CHHATTISGARH,NARAYANPUR,Narayanpur,Municipality,248064
CHHATTISGARH,KANKER,Narharpur,Town Panchayat,253249
CHHATTISGARH,BEMETARA,Nawagarh,Town Panchayat,253148
CHHATTISGARH,JANJGIR-CHAMPA,NAWAGARH,Town Panchayat,253283
CHHATTISGARH,JANJGIR-CHAMPA,Naya Baradwar,Town Panchayat,250607
CHHATTISGARH,KANKER,Pakhajur,Town Panchayat,253146
CHHATTISGARH,BALODA BAZAR,Palari,Town Panchayat,250647
CHHATTISGARH,KORBA,Pali,Town Panchayat,253110
CHHATTISGARH,KABIRDHAM,Pandariya,Town Panchayat,250624
CHHATTISGARH,KABIRDHAM,PANDATARAI,Town Panchayat,273467
CHHATTISGARH,BEMETARA,Parpodi,Town Panchayat,253150
CHHATTISGARH,DURG,Patan,Town Panchayat,250641
CHHATTISGARH,JASHPUR,Pathalgaon,Town Panchayat,250591
CHHATTISGARH,MUNGELI,Pathariya,Town Panchayat,253172
CHHATTISGARH,Gaurella Pendra Marwahi,Pendra,Town Panchayat,250609
CHHATTISGARH,KONDAGAON,PHARSGAON,Town Panchayat,265121
CHHATTISGARH,KABIRDHAM,PIPARIYA,Town Panchayat,273465
CHHATTISGARH,MAHASAMUND,Pithora,Town Panchayat,250660
CHHATTISGARH,SURAJPUR,Pratappur,Town Panchayat,253123
CHHATTISGARH,SURAJPUR,Premnagar,Town Panchayat,253191
CHHATTISGARH,RAIGARH,Pussore,Town Panchayat,253278
CHHATTISGARH,JANJGIR-CHAMPA,RAHOUD,Town Panchayat,253288
CHHATTISGARH,RAIGARH,Raigarh,Municipal Corporation,250594
CHHATTISGARH,RAIPUR,Raipur,Municipal Corporation,250653
CHHATTISGARH,GARIYABAND,Rajim,Town Panchayat,253178
CHHATTISGARH,RAJNANDGAON,Rajnandgaon,Municipal Corporation,250629
CHHATTISGARH,BALRAMPUR,Rajpur,Town Panchayat,253117
CHHATTISGARH,BALRAMPUR,Ramanujganj,Town Panchayat,250583
CHHATTISGARH,BILASPUR,Ratanpur,Municipality,250612
CHHATTISGARH,DURG,Risali,Municipal Corporation,296874
CHHATTISGARH,BEMETARA,Saja,Town Panchayat,253149
CHHATTISGARH,JANJGIR-CHAMPA,Sakti,Municipality,250606
CHHATTISGARH,RAIPUR,Samoda,Town Panchayat,298990
CHHATTISGARH,JANJGIR-CHAMPA,SARAGAON,Town Panchayat,253287
CHHATTISGARH,MAHASAMUND,Saraipali,Municipality,250659
CHHATTISGARH,RAIGARH,Sarangarh,Municipality,250596
CHHATTISGARH,MUNGELI,Sargaon,Town Panchayat,253176
CHHATTISGARH,RAIGARH,Saria,Town Panchayat,253277
CHHATTISGARH,KOREA,Shivpur charcha,Municipality,259685
CHHATTISGARH,JANJGIR-CHAMPA,Shivrinarayan,Town Panchayat,250604
CHHATTISGARH,BALODA BAZAR,Simga,Town Panchayat,250644
CHHATTISGARH,SURGUJA,Sitapur,Town Panchayat,253120
CHHATTISGARH,KABIRDHAM,S.LOHARA,Town Panchayat,273468
CHHATTISGARH,SUKMA,Sukma,Municipality,253216
CHHATTISGARH,SURAJPUR,Surajpur,Municipality,250585
CHHATTISGARH,BILASPUR,Takhatpur,Municipality,250615
CHHATTISGARH,BEMETARA,Than Khamharia,Town Panchayat,250633
CHHATTISGARH,RAIPUR,Tilda Newra,Municipality,250657
CHHATTISGARH,MAHASAMUND,Tumgaon,Town Panchayat,253105
CHHATTISGARH,BALODA BAZAR,Tundra,Town Panchayat,250654
CHHATTISGARH,DURG,Utai,Town Panchayat,253153
CHHATTISGARH,SURAJPUR,Vishrampur,Town Panchayat,250586
CHHATTISGARH,BALRAMPUR,Wadrafnagar,Town Panchayat,253116
DELHI,NEW DELHI,Delhi Cantonment Board,Municipal Council,276403
DELHI,NORTH EAST,East Delhi Municipal Corporation,Municipal Corporation,276400
DELHI,NEW DELHI,New Delhi Municipal Council,NCT Municipal Council,276447
DELHI,NORTH WEST,North Delhi Municipal Corporation,Municipal Corporation,276401
DELHI,South East,South Delhi Municipal Corporation,Municipal Corporation,276402
GOA,NORTH GOA,Bicholim,Municipality,252075
GOA,SOUTH GOA,Canacona,Municipality,252100
GOA,NORTH GOA,City Corporation Panaji,Municipal Corporation,252071
GOA,SOUTH GOA,Cuncolim,Municipality,252095
GOA,SOUTH GOA,Curchorem Cacora,Municipality,252096
GOA,NORTH GOA,Mapusa,Municipality,252061
GOA,SOUTH GOA,Margao,Municipality,252087
GOA,SOUTH GOA,Mormugao,Municipality,252084
GOA,NORTH GOA,Pernem,Municipality,252057
GOA,SOUTH GOA,Ponda,Municipality,252082
GOA,SOUTH GOA,Quepem,Municipality,252097
GOA,SOUTH GOA,Sanguem,Municipality,252099
GOA,NORTH GOA,Sanquelim,Municipality,252077
GOA,NORTH GOA,Valpoi,Municipality,252079
GUJARAT,AHMADABAD,Ahmadabad,Municipal Corporation,251096
GUJARAT,AHMADABAD,Ahmadabad,Municipal Council,277284
GUJARAT,BHARUCH,Amod,Municipality,253223
GUJARAT,AMRELI,Amreli,Municipality,251157
GUJARAT,ANAND,Anand,Municipality,251174
GUJARAT,KACHCHH,Anjar,Municipality,251046
GUJARAT,ANAND,Anklav,Municipality,251182
GUJARAT,BHARUCH,Anklesvar,Municipality,251225
GUJARAT,AMRELI,Babra,Municipality,253147
GUJARAT,AMRELI,Bagasara,Municipality,251158
GUJARAT,Mahisagar,Balasinor,Municipality,251184
GUJARAT,JUNAGADH,Bantwa,Municipality,251143
GUJARAT,SURAT,Bardoli,Municipality,251243
GUJARAT,AHMADABAD,Bareja,Municipality,277165
GUJARAT,BOTAD,Barwala,Municipality,253241
GUJARAT,AHMADABAD,Bavla,Municipality,251109
GUJARAT,ARVALLI,Bayad,Municipality,253127
GUJARAT,BANAS KANTHA,Bhabhar,Municipality,253103
GUJARAT,KACHCHH,Bhachau,Municipality,251045
GUJARAT,DEVBHUMI DWARKA,Bhanvad,Municipality,251136
GUJARAT,BHARUCH,Bharuch,Municipality,251222
GUJARAT,BHAVNAGAR,Bhavnagar,Municipal Corporation,251165
GUJARAT,RAJKOT,Bhayavadar,Municipality,251123
GUJARAT,KACHCHH,Bhuj,Municipality,251047
GUJARAT,NAVSARI,Bilimora,Municipality,251251
GUJARAT,ANAND,Boriavi,Municipality,251172
GUJARAT,ANAND,Borsad,Municipality,251180
GUJARAT,BOTAD,Botad,Municipality,251163
GUJARAT,KHEDA,Chaklasi,Municipality,251188
GUJARAT,AMRELI,Chalala,Municipality,251159
GUJARAT,PATAN,Chanasma,Municipality,251062
GUJARAT,CHHOTAUDEPUR,Chhota Udaipur,Municipality,251211
GUJARAT,JUNAGADH,Chorvad,Municipality,251151
GUJARAT,SURENDRANAGAR,Chotila,Municipality,253137
GUJARAT,VADODARA,Dabhoi,Municipality,251213
GUJARAT,DOHAD,Dahod,Municipality,251199
GUJARAT,KHEDA,Dakor,Municipality,251190
GUJARAT,AMRELI,Damnagar,Municipality,251156
GUJARAT,BANAS KANTHA,Deesa,Municipality,251057
GUJARAT,GANDHINAGAR,Dehgam,Municipality,251088
GUJARAT,DOHAD,Devgadbaria,Municipality,251200
GUJARAT,AHMADABAD,Dhandhuka,Municipality,251110
GUJARAT,BANAS KANTHA,Dhanera,Municipality,251053
GUJARAT,VALSAD,Dharampur,Municipality,251261
GUJARAT,AHMADABAD,Dholka,Municipality,251108
GUJARAT,RAJKOT,Dhoraji,Municipality,251125
GUJARAT,SURENDRANAGAR,Dhrangadhra,Municipality,251112
GUJARAT,JAMNAGAR,Dhrol,Municipality,251134
GUJARAT,DEVBHUMI DWARKA,Dwarka,Municipality,251129
GUJARAT,BOTAD,Gadhada,Municipality,251164
GUJARAT,NAVSARI,Gandevi,Municipality,251249
GUJARAT,KACHCHH,Gandhidham,Municipality,251050
GUJARAT,GANDHINAGAR,Gandhinagar,Municipal Corporation,276440
GUJARAT,BHAVNAGAR,Gariadhar,Municipality,251167
GUJARAT,PANCH MAHALS,Godhra,Municipality,251193
GUJARAT,RAJKOT,Gondal,Municipality,251122
GUJARAT,PANCH MAHALS,Halol,Municipality,251196
GUJARAT,MORBI,Halvad,Municipality,251111
GUJARAT,PATAN,Harij,Municipality,251061
GUJARAT,SABAR KANTHA,Himatnagar Seva Sadan,Municipality,251074
GUJARAT,SABAR KANTHA,Idar,Municipality,251072
GUJARAT,AMRELI,Jafrabad,Municipality,251161
GUJARAT,BHARUCH,Jambusar,Municipality,251219
GUJARAT,JAMNAGAR,Jamjodhpur,Municipality,251137
GUJARAT,JAMNAGAR,Jamnagar,Municipal Corporation,251133
GUJARAT,JAMNAGAR,Jamraval,Municipality,253143
GUJARAT,RAJKOT,Jasdan,Municipality,251121
GUJARAT,RAJKOT,Jetpur Navagadh,Municipality,251126
GUJARAT,DOHAD,Jhalod,Municipality,251197
GUJARAT,JUNAGADH,Junagadh,Municipal Corporation,251147
GUJARAT,PANCH MAHALS,Kaalol,Municipality,251194
GUJARAT,MAHESANA,Kadi,Municipality,251070
GUJARAT,SURAT,Kadodara,Municipality,276024
GUJARAT,JAMNAGAR,Kalavad,Municipality,251135
GUJARAT,GANDHINAGAR,Kalol,Municipality,251081
GUJARAT,KHEDA,Kanjajari,Municipality,253226
GUJARAT,KHEDA,Kapadvanj,Municipality,251183
GUJARAT,ANAND,Karamsad,Municipality,251176
GUJARAT,VADODARA,Karjan,Municipality,251215
GUJARAT,KHEDA,Kathlal,Municipality,253225
GUJARAT,JUNAGADH,Keshod,Municipality,251149
GUJARAT,DEVBHUMI DWARKA,Khambhalia,Municipality,251131
GUJARAT,ANAND,Khambhat,Municipality,251179
GUJARAT,KHEDA,Kheda,Municipality,251186
GUJARAT,SABAR KANTHA,Khedbrahma,Municipality,251071
GUJARAT,MAHESANA,Kheralu,Municipality,251063
GUJARAT,GIR SOMNATH,Kodinar,Municipality,251153
GUJARAT,PORBANDAR,Kutiyana,Municipality,251142
GUJARAT,AMRELI,Lathi,Municipality,251155
GUJARAT,SURENDRANAGAR,Limbdi,Municipality,251117
GUJARAT,Mahisagar,Lunawada,Municipality,251192
GUJARAT,MAHESANA,Mahesana,Municipality,251068
GUJARAT,KHEDA,Mahudha,Municipality,251189
GUJARAT,BHAVNAGAR,Mahuva,Municipality,251170
GUJARAT,MORBI,Maliya Miyana,Municipality,253135
GUJARAT,JUNAGADH,Manavadar,Municipality,251144
GUJARAT,SURAT,Mandvi,Municipality,251048
GUJARAT,KACHCHH,Mandvi Kachchh,Municipality,277169
GUJARAT,JUNAGADH,Mangrol,Municipality,251150
GUJARAT,GANDHINAGAR,Mansa,Municipality,251082
GUJARAT,KHEDA,Mehmedabad,Municipality,251185
GUJARAT,ARVALLI,Modasa,Municipality,251077
GUJARAT,MORBI,Morbi,Municipality,251118
GUJARAT,KACHCHH,Mundra-Baroi,Municipality,297099
GUJARAT,KHEDA,Nadiad,Municipality,251187
GUJARAT,NAVSARI,Navsari-Vijalpor,Municipality,251245
GUJARAT,ANAND,Ode,Municipality,251173
GUJARAT,DEVBHUMI DWARKA,Okha,Municipality,251127
GUJARAT,VADODARA,Padra,Municipality,251214
GUJARAT,BANAS KANTHA,Palanpur,Municipality,251055
GUJARAT,BHAVNAGAR,Palitana,Municipality,251168
GUJARAT,VALSAD,Pardi,Municipality,251262
GUJARAT,PATAN,Patan,Municipality,251060
GUJARAT,SURENDRANAGAR,Patdi,Municipality,253138
GUJARAT,ANAND,Petlad,Municipality,251178
GUJARAT,PORBANDAR,Porbandar-Chhaya,Municipality,251138
GUJARAT,SABAR KANTHA,Prantij,Municipality,251075
GUJARAT,PATAN,Radhanpur,Municipality,251058
GUJARAT,RAJKOT,Rajkot,Municipal Corporation,251120
GUJARAT,NARMADA,Rajpipla,Municipality,251216
GUJARAT,AMRELI,Rajula,Municipality,251162
GUJARAT,PORBANDAR,Ranavav,Municipality,251141
GUJARAT,KACHCHH,Rapar,Municipality,251044
GUJARAT,DEVBHUMI DWARKA,Salaya,Municipality,251130
GUJARAT,AHMADABAD,Sanand,Municipality,251090
GUJARAT,Mahisagar,Santrampur,Municipality,251191
GUJARAT,DANG,Saputara,Notified Area Council,277167
GUJARAT,AMRELI,Savarkundla,Municipality,251160
GUJARAT,VADODARA,savli,Municipality,253247
GUJARAT,PANCH MAHALS,SHAHERA,Municipality,248076
GUJARAT,PATAN,Sidhpur,Municipality,251059
GUJARAT,BHAVNAGAR,Sihor,Municipality,251166
GUJARAT,JAMNAGAR,Sikka,Municipality,251132
GUJARAT,ANAND,Sojitra,Municipality,253230
GUJARAT,TAPI,Songadh,Municipality,251230
GUJARAT,SURAT,Surat,Municipal Corporation,251231
GUJARAT,SURENDRANAGAR,Surendranagar-Dudhrej-Wadhwan,Municipality,251114
GUJARAT,GIR SOMNATH,Sutrapada,Municipality,277171
GUJARAT,BHAVNAGAR,Talaja,Municipality,251169
GUJARAT,GIR SOMNATH,Talala,Municipality,277170
GUJARAT,SABAR KANTHA,Talod,Municipality,251076
GUJARAT,SURAT,Tarsadi,Municipality,276026
GUJARAT,SURENDRANAGAR,Thangadh,Municipality,251116
GUJARAT,BANAS KANTHA,Thara,Municipality,253164
GUJARAT,BANAS KANTHA,Tharad,Municipality,251052
GUJARAT,KHEDA,Thasra,Municipality,253224
GUJARAT,VALSAD,Umargaon,Municipality,251269
GUJARAT,ANAND,Umreth,Municipality,251171
GUJARAT,GIR SOMNATH,Una,Municipality,251154
GUJARAT,MAHESANA,Unjha,Municipality,251064
GUJARAT,RAJKOT,Upleta,Municipality,251124
GUJARAT,SABAR KANTHA,Vadali,Municipality,253128
GUJARAT,MAHESANA,Vadnagar,Municipality,251066
GUJARAT,VADODARA,Vadodara,Municipal Corporation,251209
GUJARAT,BHAVNAGAR,Vallabhipur,Municipality,253126
GUJARAT,ANAND,Vallabh Vidyanagar,Municipality,251175
GUJARAT,VALSAD,Valsad,Municipality,251254
GUJARAT,JUNAGADH,Vanthali,Municipality,251145
GUJARAT,VALSAD,Vapi,Municipality,251264
GUJARAT,GIR SOMNATH,Veraval,Municipality,251152
GUJARAT,MAHESANA,Vijapur,Municipality,251067
GUJARAT,AHMADABAD,Viramgam,Municipality,251089
GUJARAT,JUNAGADH,Visavadar,Municipality,251148
GUJARAT,MAHESANA,Visnagar,Municipality,251065
GUJARAT,TAPI,Vyara,Municipality,251244
GUJARAT,MORBI,Wankaner,Municipality,251119
HARYANA,HISAR,ADAMPUR,Municipality,299096
HARYANA,AMBALA,Ambala,Municipal Corporation,248491
HARYANA,AMBALA,Ambala,Municipal Council,277303
HARYANA,AMBALA,Ambala Sadar,Notified Area Council,290431
HARYANA,KARNAL,Assandh,Municipality,248519
HARYANA,MAHENDRAGARH,Ateli,Municipality,248565
HARYANA,CHARKI DADRI,BADHRA,Municipality,299371
HARYANA,JHAJJAR,BADLI,Municipality,298890
HARYANA,JHAJJAR,Bahadurgarh,Notified Area Council,248560
HARYANA,AMBALA,Barara,Municipality,272866
HARYANA,HISAR,Barwala,Municipality,248545
HARYANA,HISAR,BASS,Municipality,289252
HARYANA,REWARI,Bawal,Municipality,248571
HARYANA,BHIWANI,Bawani Khera,Municipality,248549
HARYANA,JHAJJAR,Beri,Municipality,248558
HARYANA,BHIWANI,Bhiwani,Notified Area Council,248550
HARYANA,FATEHABAD,Bhuna,Municipality,262120
HARYANA,CHARKI DADRI,Charkhi Dadri,Notified Area Council,248554
HARYANA,KAITHAL,Cheeka,Municipality,248510
HARYANA,REWARI,Dharuhera,Municipality,248568
HARYANA,SIRSA,Ellenabad,Municipality,248543
